product_id,category_id,subcategory_id,product_name,description,base_price,sale_price,stock_quantity,weight_kg,is_active,created_at,brand,sku,rating,review_count
125,3,302,Sanford-Hernandez Bar,"Total someone everyone include. Where huge expert. Particular hard continue.
Item assume policy enough remain. Republican prevent knowledge.",560.81,514.42,575,11.28,True,2023-01-14,"Morgan, Garza and Johnson",SKU-56346,4.7,983
126,4,401,Mills-Villanueva Few,Game generation pass growth easy. Decision around account into behavior require morning. Never perhaps sort sign blood decade. Group according return recently.,968.71,891.3,360,2.16,True,2023-01-05,"Johnson, Sullivan and Foster",SKU-96079,4.0,886
127,1,103,"Russo, Reilly and Pierce Financial",Evidence when than risk foreign cup person. Mind key reduce direction. Save budget agree property fill. Option house work hotel short.,846.92,739.79,780,5.64,True,2023-01-14,Lloyd-Farmer,SKU-83526,4.9,849
128,5,505,"Warren, Adams and Schroeder Figure","Religious increase almost catch. Couple per particular left upon.
Still respond new population. Interest technology let.
Financial modern act community physical. Particular bed participant upon deal.",678.23,618.1,623,18.59,True,2023-01-09,"Gardner, Reynolds and Warren",SKU-13794,3.4,738
129,3,303,Cox LLC Nice,"Work civil traditional industry often media quite. Health some six energy ahead age happy produce.
Arm become serious mouth four. Vote citizen bring movie.",357.51,298.98,146,11.37,True,2023-01-05,Carlson-Harvey,SKU-92991,4.9,113
130,5,502,Schultz LLC Third,Increase everybody charge interesting effort idea past. Natural hundred wind front property bed. Agency wind onto age or.,382.43,340.64,161,7.46,True,2023-01-25,Harrison-Elliott,SKU-84395,4.2,918
131,1,102,Davis-Mills Future,"Vote board material partner response wear recognize especially. Enough kind surface. Few behind table him.
Meeting leg agency about home issue edge. Eye contain general financial indeed heart.",165.84,153.16,690,1.72,True,2023-01-14,Smith Ltd,SKU-73656,4.2,445
132,3,302,Brown-Cunningham Itself,Nothing require this care new wife. Lead relationship fast western enter. Political report interview fear one various Democrat.,757.39,623.16,440,2.31,True,2023-01-19,Schmidt Ltd,SKU-73783,4.1,331
133,1,102,Perez-Roman Move,"Out to just she door door southern still.
Reflect baby issue nearly. Spend tax pull number.
Real establish north article road. Tree no someone difference heavy debate.",401.31,369.15,7,4.17,True,2023-01-25,Smith LLC,SKU-27987,4.5,322
134,3,301,"White, Gray and Wood What",Line campaign realize what daughter. Campaign individual various check risk ahead same. Financial born again moment environment fine yourself.,17.65,16.76,179,2.67,True,2023-01-08,"Butler, Shah and Miller",SKU-75570,4.1,697
135,3,301,Davidson PLC Third,"Support American great they training. Support ever red tonight trip. Rich yourself down along star.
Tend bit news stuff certain music your. Parent laugh three pass very seek. Light six share relate.",403.1,382.3,446,0.47,True,2023-01-28,Brooks-Elliott,SKU-51033,4.2,601
136,4,404,Schwartz Group Available,"Room they well structure energy rest speak. Challenge major glass half approach reason.
Consider house true. Give drop finally across because outside they.",296.62,261.32,989,6.56,True,2023-01-20,"Harvey, Harris and Wilson",SKU-70305,4.7,966
137,3,301,Strong PLC Break,Power main red magazine technology here as. Else successful believe allow political off. Phone do reveal candidate more we hot police.,442.34,363.24,446,11.82,True,2023-01-13,Joyce-Paul,SKU-50668,4.5,240
138,3,302,Arnold PLC Enter,"Range early by citizen pay southern simply similar. War almost visit treatment teacher test research. Foot even computer house business sea population.
Show strong view financial live back.",85.62,79.34,543,10.25,True,2023-01-12,Robbins-Lee,SKU-56019,4.5,850
139,2,202,Alvarado-Thompson Authority,"Reason drop science whole history pretty. Place drop from raise.
Recent low feel big. View natural company traditional suggest girl. This opportunity purpose live.",111.78,95.14,177,12.09,True,2023-01-21,Jackson-Frederick,SKU-19876,3.4,809
140,4,404,Martin-Cordova Down,"Money consumer skin picture.
Increase rock watch wife send speech true. Audience recent and church anyone morning traditional series. Necessary develop free film.",756.9,720.55,459,13.65,True,2023-01-21,Hayes and Sons,SKU-93269,5.0,341
141,3,302,Cherry-Conley Around,"Enter allow class.
Poor thousand down across technology down. Image third daughter when realize.
Likely street not laugh sign fill. Simple onto minute team. Situation usually hot us want.",445.37,398.06,646,6.13,True,2023-01-02,"Wright, Neal and Copeland",SKU-56129,4.0,333
142,4,404,"Johnston, Knight and Johnson Door",Role common teacher some political surface else. Next final follow attention million fear stay. Class leave sense center.,47.23,41.27,293,1.63,True,2023-01-28,"Wells, Rios and Brooks",SKU-21835,4.2,538
143,4,404,"Trujillo, Wright and Hoffman Able","Say hard material go she concern performance. Hard north section doctor remain foot environmental.
Give bit above training thousand amount. Week clearly bad item first political give focus.",584.53,579.18,756,17.93,True,2023-01-26,"Olson, Hill and Moore",SKU-84928,4.3,346
144,5,504,Sparks Inc Sound,Amount north theory story financial. Alone see group. Investment support police place.,506.35,502.07,461,2.16,True,2023-01-11,Landry Inc,SKU-21053,4.0,192
145,1,102,"Hill, Bridges and Morgan Idea","Cause stage south recently sell. Themselves growth grow give pass.
Prevent quickly risk yard. Bring each official born cost player decision.",710.55,709.26,536,10.5,True,2023-01-12,"Mahoney, Bailey and Sutton",SKU-47079,3.8,811
146,3,305,Vasquez-Pham Type,"Sort we get all important. Court floor west which home professional.
I material suffer better site. Finally air growth every magazine while.",61.84,57.28,342,1.41,False,2023-01-22,Hull-Matthews,SKU-60667,3.6,763
147,5,502,Hamilton PLC Accept,"Treat usually rather bill top again.
Cause yes difference skin color her. Thought right pick how worker attorney. Soon enjoy reach support year short minute.",340.03,311.65,144,18.34,True,2023-01-21,Schaefer-Calhoun,SKU-96787,3.8,624
148,1,103,"Perkins, Bruce and Riley Special",Whatever almost describe recent. Situation hotel same concern us piece. Fact end finally on half.,563.33,523.17,336,16.28,True,2023-01-27,"Cook, Russell and Woods",SKU-99838,4.8,104
149,4,405,"Rodriguez, Lee and Hoover Economic","Ground return owner best can need example. Long more choose fine.
Pretty human bit wear smile. Difficult around instead out guess style modern.",368.21,321.27,184,19.03,True,2023-01-25,Colon and Sons,SKU-73736,3.4,163
150,2,201,Jones-Yu Better,Shake audience develop might. Purpose contain east occur easy. Wife green effort forget.,302.83,290.0,519,15.44,True,2023-01-29,"Anderson, Ortiz and Mills",SKU-79013,3.1,353
151,5,502,Liu-Todd Name,Movie couple present everybody another. Success any attack factor run trip everything drug. Believe tax firm help amount speak party follow.,601.27,499.57,185,16.64,True,2023-01-26,Allen Ltd,SKU-31697,4.4,55
152,4,403,Ramirez Inc Need,"Turn management key lead could huge possible.
Police someone national door bar want. Else newspaper occur unit fear budget PM. Sell if in member.",679.6,575.96,454,12.25,True,2023-01-26,"Myers, Waller and Bauer",SKU-68841,3.5,260
153,3,304,Ramos PLC Game,Member adult window rest big town probably. Enjoy friend question subject method expect up. Test professional figure at right under.,904.93,759.06,694,18.95,True,2023-01-15,"Terry, Chavez and Santos",SKU-46932,4.6,530
154,5,504,"Howard, Richardson and Daniel Company",Shake great threat. Other education appear beat something. Large act say ok actually.,966.61,931.21,820,12.13,True,2023-01-02,"Ward, Green and Young",SKU-94040,4.0,401
155,5,501,"Anderson, Willis and Freeman Political",For far table tax generation language. Mrs crime anything development. Traditional throughout cut for. Leave ten crime return bar energy.,714.29,645.13,127,5.77,True,2023-01-09,Williams LLC,SKU-68893,4.8,167
156,4,401,Marshall-Jones Risk,"My big summer fact center expect relationship model. Job reach produce oil water consumer.
Large card may no add notice. Choose significant sea as.",946.95,799.61,461,17.7,True,2023-01-14,"Johnston, Miles and Wilson",SKU-16980,3.8,399
157,2,204,Gutierrez-Smith Last,"Bank director television relationship. Human recent run we himself standard couple over.
Owner sort consider nor start. Way however strategy level teacher.",994.58,870.24,28,6.44,False,2023-01-23,Warren-Branch,SKU-95191,3.7,169
158,2,201,Soto-Smith Each,Theory military claim rule. Community mean growth accept traditional also.,294.01,284.0,712,16.64,True,2023-01-16,Nolan PLC,SKU-68799,4.2,942
159,1,101,"Clark, Garcia and Banks People","Parent Congress now behind news practice. Save market people bad instead one.
Security rule doctor something. Country quickly other week standard.",263.36,254.67,561,18.81,True,2023-01-14,"Davis, Ferguson and Kemp",SKU-24573,4.6,256
160,3,301,Holland-Yu Party,"Fact station stuff music establish citizen receive.
Fast six cost specific hope little. Garden democratic too. Clear painting suggest listen. Early nearly series maintain evening follow field.",57.27,50.63,812,12.49,False,2023-01-27,Green-Golden,SKU-75513,4.2,32
161,5,505,"Harrison, Johnson and Webster Practice","Alone lay between little old it.
Hand indicate call increase scene past like customer. Can price art fast world maintain.
Would such film. Event describe yet sense.",249.52,206.78,439,0.13,True,2023-01-19,French-Mccall,SKU-64600,3.4,698
162,1,105,Sandoval PLC Father,"Most scene make type. As toward huge. Man main person heavy manage throughout condition.
Thought act sport pretty. Miss year rule teach myself bar. Back treatment visit four let fear check.",974.91,793.12,538,10.93,True,2023-01-17,"Sims, Gaines and Lewis",SKU-82633,3.0,909
163,4,401,Harrison Ltd Ball,"Tonight religious power model view. One either door against realize large.
Usually step arm glass keep admit serve agent. Level rest important effect thank foreign. Rest decade cup report.",639.31,636.89,259,14.97,True,2023-01-03,Mendez LLC,SKU-55193,3.5,687
164,1,105,Bird Inc Science,Current media foreign money accept leave million. Enter relate subject attention fear position. Yard describe financial major.,737.84,639.34,45,7.11,True,2023-01-21,Baker-Smith,SKU-32949,4.7,712
165,4,404,"Palmer, Whitehead and Harrell Best","Become society as up approach situation operation. Whatever TV save official with how they. Congress pretty look operation everyone.
Myself total perform you both then most wish. Author tax old.",635.42,611.46,64,14.35,True,2023-01-02,Richards-Davis,SKU-48462,3.4,822
166,2,201,Maxwell-Stephenson Huge,Two worker lay security water. Account my practice science. Music wear bill especially.,322.44,277.95,407,19.78,True,2023-01-09,Simpson LLC,SKU-14799,4.5,211
167,3,303,"Fernandez, Dougherty and Mayer Themselves","High citizen possible floor. Upon family physical travel option day.
Baby whatever available.
Effect under help fear. Customer north back bar happen behind daughter.",863.52,699.07,671,6.71,True,2023-01-12,Hart-Bates,SKU-67272,4.8,779
168,4,404,Walters-Gomez Member,Management expect like. Movie yard international technology star. Drive term against person environment.,345.65,289.43,708,10.0,True,2023-01-17,Stanley LLC,SKU-44959,4.6,763
169,4,401,Jimenez and Sons Bed,"West ability religious physical.
Receive pay theory.
Onto house may real next. Agreement together information political foreign blood page wait.",436.3,435.87,184,10.95,True,2023-01-03,"Estrada, Schneider and Hart",SKU-52981,4.3,334
170,4,405,"Fuentes, Garcia and Collier Data",Morning recognize fire attorney more various level. True specific add throughout government huge letter a. Mean edge dark deal nor her.,720.49,600.4,454,7.1,False,2023-01-28,Green Ltd,SKU-56210,4.2,457
171,3,301,Johnson PLC Beyond,"Feeling thousand second no support. Else bag personal throughout staff.
Certain house watch later hand party article avoid. Network ahead business tell. Help consider wind especially.",84.29,78.18,372,10.31,True,2023-01-06,Lewis-Ponce,SKU-14081,3.3,643
172,4,401,Conley Ltd Perhaps,Take particularly east board trial son. Property difference board miss key. Thousand board blood break investment style style.,134.97,114.34,660,7.39,True,2023-01-19,Butler-Moore,SKU-14244,4.2,707
173,4,403,Chan Inc Hold,Discuss it simple policy Mr wide. Compare popular deep early. Everybody tough loss list.,378.29,360.37,587,2.84,True,2023-01-11,Davidson Inc,SKU-95139,3.6,994
174,1,101,Pratt-Jackson Test,"Professional peace specific this. For heart source option. At skill look bit.
Economic food marriage big film. Statement interview plan ahead. Mean possible apply sport ten friend.",738.32,664.35,396,18.28,True,2023-01-25,"Bailey, Lewis and Ferguson",SKU-44116,4.4,236
175,5,503,Gonzales LLC Floor,"A top surface worry that whose. Total discover site local tree deep they. Treatment say college though event nice.
Want spring fight necessary line official position.",697.04,696.85,204,2.54,True,2023-01-15,"Hughes, Poole and Murray",SKU-32630,4.8,478
176,1,103,Martin Inc Investment,"Level raise dark benefit author trade have. Minute determine like customer begin expert. Catch can crime manage local receive break.
Just billion success physical whether real effect floor.",671.16,632.17,563,10.89,True,2023-01-28,Green-Brady,SKU-30644,4.4,968
